# rmin,xti,xdi,xte,xdz,xvt,xvp,xtiW20,xdiW20,xteW20,xtiDBM,xdiDBM,xteDBM,xteETG,xteMTM,xteETGM,xdiETGM,gmaW20ii,omgW20ii,gmaW20ie,omgW20ie,gmaW20ei,omgW20ei,gmaW20ee,omgW20ee,gmaDBM,omgDBM,gmaMTM,omgMTM,gmaETGM,omgETGM,dbsqprf
# m,m^2/s,m^2/s,m^2/s,m^2/s,m^2/s,m^2/s,m^2/s,m^2/s,m^2/s,m^2/s,m^2/s,m^2/s,m^2/s,m^2/s,m^2/s,m^2/s,s^-1,rad/s,s^-1,rad/s,s^-1,rad/s,s^-1,rad/s,s^-1,rad/s,s^-1,rad/s,s^-1,rad/s,,
1.6354e-01,0.0000e+00,0.0000e+00,6.2260e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,6.2260e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,9.5120e+02,2.8270e+04,0.0000e+00,0.0000e+00,3.2340e-09
1.6758e-01,0.0000e+00,0.0000e+00,5.4580e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,5.4580e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,9.1250e+02,2.4730e+04,0.0000e+00,0.0000e+00,2.8290e-09
1.7161e-01,0.0000e+00,0.0000e+00,4.7190e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.7190e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,8.6850e+02,2.0190e+04,0.0000e+00,0.0000e+00,2.4410e-09
1.7563e-01,0.0000e+00,0.0000e+00,4.0250e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.0250e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,8.2690e+02,1.4100e+04,0.0000e+00,0.0000e+00,2.0770e-09
1.7964e-01,0.0000e+00,0.0000e+00,3.3750e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.3750e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,7.8700e+02,8.9420e+03,0.0000e+00,0.0000e+00,1.7380e-09
1.8364e-01,0.0000e+00,0.0000e+00,2.7590e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.7590e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,7.2890e+02,6.6500e+03,0.0000e+00,0.0000e+00,1.4170e-09
1.8764e-01,0.0000e+00,0.0000e+00,2.1900e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.1900e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,6.3710e+02,5.1760e+03,0.0000e+00,0.0000e+00,1.1220e-09
1.9162e-01,0.0000e+00,0.0000e+00,1.6790e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.6790e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,5.0000e+02,3.8170e+03,0.0000e+00,0.0000e+00,8.5770e-10
1.9560e-01,0.0000e+00,0.0000e+00,1.2260e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2260e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.0270e+02,2.3800e+03,0.0000e+00,0.0000e+00,6.2440e-10
1.9957e-01,0.0000e+00,0.0000e+00,8.1110e-03,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,8.1110e-03,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.8950e+01,6.9360e+02,0.0000e+00,0.0000e+00,4.1200e-10
2.0353e-01,0.0000e+00,0.0000e+00,3.5190e-03,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.5190e-03,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.9260e+02,-3.7850e+01,0.0000e+00,0.0000e+00,1.7820e-10
2.0748e-01,0.0000e+00,1.7220e-03,2.4280e-03,2.1140e-06,0.0000e+00,0.0000e+00,0.0000e+00,1.7220e-03,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.4280e-03,0.0000e+00,0.0000e+00,3.0420e+02,-1.8160e+05,1.9240e+04,2.6680e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,9.2600e+02,-1.5280e+02,0.0000e+00,0.0000e+00,1.2260e-10
2.1143e-01,0.0000e+00,4.9510e-02,1.2650e-03,1.1840e-04,0.0000e+00,0.0000e+00,0.0000e+00,4.9510e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2650e-03,0.0000e+00,0.0000e+00,1.1730e+03,-1.8200e+05,1.9090e+04,2.6590e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.5800e+03,-3.7930e+02,0.0000e+00,0.0000e+00,6.3700e-11
2.1536e-01,0.0000e+00,8.1200e+00,2.4300e-06,6.3670e-04,2.1590e-04,2.1030e-04,0.0000e+00,8.1200e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.4300e-06,0.0000e+00,0.0000e+00,2.0680e+03,-1.8240e+05,1.8940e+04,2.6490e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.3350e+03,-7.5630e+02,0.0000e+00,0.0000e+00,1.2190e-13
2.1929e-01,0.0000e+00,-3.0630e-01,1.3900e-03,1.9420e-03,6.6600e-04,6.4890e-04,0.0000e+00,-3.0630e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.3900e-03,0.0000e+00,0.0000e+00,3.0130e+03,-1.8260e+05,1.8790e+04,2.6390e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.1550e+03,-1.3110e+03,0.0000e+00,0.0000e+00,6.9520e-11
2.2321e-01,0.0000e+00,-2.5580e-01,2.9320e-03,4.3720e-03,1.5110e-03,1.4720e-03,0.0000e+00,-2.5580e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.9320e-03,0.0000e+00,0.0000e+00,3.9610e+03,-1.8280e+05,1.8650e+04,2.6280e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.9940e+03,-2.0460e+03,0.0000e+00,0.0000e+00,1.4620e-10
2.2712e-01,0.0000e+00,-2.5330e-01,4.6400e-03,8.2970e-03,2.8800e-03,2.8070e-03,0.0000e+00,-2.5330e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.6400e-03,0.0000e+00,0.0000e+00,4.9120e+03,-1.8280e+05,1.8510e+04,2.6170e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.8170e+03,-2.9450e+03,0.0000e+00,0.0000e+00,2.3050e-10
2.3103e-01,0.0000e+00,-2.6070e-01,6.5240e-03,1.4030e-02,4.8780e-03,4.7540e-03,0.0000e+00,-2.6070e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,6.5240e-03,0.0000e+00,0.0000e+00,5.8550e+03,-1.8270e+05,1.8390e+04,2.6060e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,5.6030e+03,-3.9780e+03,0.0000e+00,0.0000e+00,3.2300e-10
2.3492e-01,0.0000e+00,-2.6970e-01,8.5890e-03,2.1820e-02,7.5760e-03,7.3840e-03,0.0000e+00,-2.6970e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,8.5890e-03,0.0000e+00,0.0000e+00,6.7780e+03,-1.8260e+05,1.8270e+04,2.5940e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,6.3440e+03,-5.1090e+03,0.0000e+00,0.0000e+00,4.2370e-10
2.3881e-01,0.0000e+00,-2.7800e-01,1.0830e-02,3.1860e-02,1.1010e-02,1.0740e-02,0.0000e+00,-2.7800e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.0830e-02,0.0000e+00,0.0000e+00,7.6750e+03,-1.8240e+05,1.8160e+04,2.5820e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,7.0430e+03,-6.3080e+03,0.0000e+00,0.0000e+00,5.3250e-10
2.4269e-01,0.0000e+00,-2.8270e-01,1.3250e-02,4.3940e-02,1.5080e-02,1.4700e-02,0.0000e+00,-2.8270e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.3250e-02,0.0000e+00,0.0000e+00,8.5140e+03,-1.8200e+05,1.8080e+04,2.5700e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,7.7090e+03,-7.5450e+03,0.0000e+00,0.0000e+00,6.4880e-10
2.4656e-01,0.0000e+00,-2.8450e-01,1.5820e-02,5.8040e-02,1.9730e-02,1.9230e-02,0.0000e+00,-2.8450e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.5820e-02,0.0000e+00,0.0000e+00,9.2990e+03,-1.8150e+05,1.8010e+04,2.5570e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,8.3560e+03,-8.7990e+03,0.0000e+00,0.0000e+00,7.7170e-10
2.5043e-01,3.5900e-01,-2.8300e-01,1.8530e-02,7.3880e-02,2.4820e-02,2.4200e-02,3.5900e-01,-2.8300e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.8530e-02,0.0000e+00,0.0000e+00,1.0020e+04,-1.8100e+05,1.7960e+04,2.5450e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,8.9940e+03,-1.0050e+04,0.0000e+00,0.0000e+00,9.0040e-10
2.5428e-01,8.4970e-01,-2.7840e-01,2.1340e-02,9.1080e-02,3.0180e-02,2.9420e-02,8.4970e-01,-2.7840e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.1340e-02,0.0000e+00,0.0000e+00,1.0680e+04,-1.8040e+05,1.7950e+04,2.5320e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,9.6360e+03,-1.1300e+04,0.0000e+00,0.0000e+00,1.0330e-09
2.5813e-01,1.3870e+00,-2.7350e-01,2.4210e-02,1.0990e-01,3.5840e-02,3.4940e-02,1.3870e+00,-2.7350e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.4210e-02,0.0000e+00,0.0000e+00,1.1230e+04,-1.7970e+05,1.7920e+04,2.5190e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.0290e+04,-1.2540e+04,0.0000e+00,0.0000e+00,1.1670e-09
2.6197e-01,1.9320e+00,-2.6620e-01,2.7120e-02,1.2940e-01,4.1520e-02,4.0470e-02,1.9320e+00,-2.6620e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.7120e-02,0.0000e+00,0.0000e+00,1.1720e+04,-1.7910e+05,1.7930e+04,2.5060e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.0970e+04,-1.3770e+04,0.0000e+00,0.0000e+00,1.3010e-09
2.6580e-01,2.4680e+00,-2.5680e-01,3.1180e-02,1.4930e-01,4.7070e-02,4.5880e-02,2.4680e+00,-2.5680e-01,1.1690e-03,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.0010e-02,0.0000e+00,0.0000e+00,1.2150e+04,-1.7830e+05,1.7990e+04,2.4940e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.1670e+04,-1.4990e+04,0.0000e+00,0.0000e+00,1.4330e-09
2.6962e-01,2.9830e+00,-2.4590e-01,3.8890e-02,1.6930e-01,5.2410e-02,5.1090e-02,2.9830e+00,-2.4590e-01,6.0460e-03,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.2840e-02,0.0000e+00,0.0000e+00,1.2520e+04,-1.7760e+05,1.8110e+04,2.4820e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2410e+04,-1.6190e+04,0.0000e+00,0.0000e+00,1.5610e-09
2.7343e-01,3.4750e+00,-2.3420e-01,4.6840e-02,1.8900e-01,5.7540e-02,5.6090e-02,3.4750e+00,-2.3420e-01,1.1250e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.5590e-02,0.0000e+00,0.0000e+00,1.2840e+04,-1.7690e+05,1.8290e+04,2.4710e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.3180e+04,-1.7360e+04,0.0000e+00,0.0000e+00,1.6840e-09
2.7723e-01,3.9520e+00,-2.2220e-01,5.4890e-02,2.0850e-01,6.2500e-02,6.0920e-02,3.9520e+00,-2.2220e-01,1.6690e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.8200e-02,0.0000e+00,0.0000e+00,1.3130e+04,-1.7620e+05,1.8540e+04,2.4600e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.3980e+04,-1.8520e+04,0.0000e+00,0.0000e+00,1.7980e-09
2.8102e-01,4.4260e+00,-2.1030e-01,6.2990e-02,2.2790e-01,6.7430e-02,6.5720e-02,4.4260e+00,-2.1030e-01,2.2340e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.0650e-02,0.0000e+00,0.0000e+00,1.3400e+04,-1.7550e+05,1.8860e+04,2.4510e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.4820e+04,-1.9630e+04,0.0000e+00,0.0000e+00,1.9030e-09
2.8480e-01,4.9190e+00,-1.9910e-01,7.1100e-02,2.4760e-01,7.2540e-02,7.0710e-02,4.9190e+00,-1.9910e-01,2.8220e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.2880e-02,0.0000e+00,0.0000e+00,1.3670e+04,-1.7490e+05,1.9250e+04,2.4430e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.5680e+04,-2.0710e+04,0.0000e+00,0.0000e+00,1.9970e-09
2.8857e-01,5.4590e+00,-1.8880e-01,7.9280e-02,2.6820e-01,7.8150e-02,7.6180e-02,5.4590e+00,-1.8880e-01,3.4420e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.4860e-02,0.0000e+00,0.0000e+00,1.3950e+04,-1.7440e+05,1.9730e+04,2.4360e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.6580e+04,-2.1740e+04,0.0000e+00,0.0000e+00,2.0780e-09
2.9232e-01,6.0720e+00,-1.7960e-01,8.7670e-02,2.9040e-01,8.4570e-02,8.2430e-02,6.0720e+00,-1.7960e-01,4.1070e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.6610e-02,0.0000e+00,0.0000e+00,1.4270e+04,-1.7400e+05,2.0290e+04,2.4310e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.7500e+04,-2.2690e+04,0.0000e+00,0.0000e+00,2.1470e-09
2.9607e-01,6.7850e+00,-1.7150e-01,9.6380e-02,3.1480e-01,9.2120e-02,8.9810e-02,6.7850e+00,-1.7150e-01,4.8340e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.8040e-02,0.0000e+00,0.0000e+00,1.4640e+04,-1.7380e+05,2.0930e+04,2.4290e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.8440e+04,-2.3570e+04,0.0000e+00,0.0000e+00,2.1990e-09
2.9980e-01,7.6180e+00,-1.6430e-01,1.0560e-01,3.4190e-01,1.0110e-01,9.8600e-02,7.6180e+00,-1.6430e-01,5.6410e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.9160e-02,0.0000e+00,0.0000e+00,1.5070e+04,-1.7370e+05,2.1660e+04,2.4290e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.9380e+04,-2.4340e+04,0.0000e+00,0.0000e+00,2.2370e-09
3.0353e-01,8.5780e+00,-1.5770e-01,1.1540e-01,3.7200e-01,1.1180e-01,1.0900e-01,8.5780e+00,-1.5770e-01,6.5410e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.9950e-02,0.0000e+00,0.0000e+00,1.5550e+04,-1.7370e+05,2.2480e+04,2.4310e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.0330e+04,-2.4990e+04,0.0000e+00,0.0000e+00,2.2590e-09
3.0724e-01,9.6570e+00,-1.5120e-01,1.2580e-01,4.0480e-01,1.2430e-01,1.2120e-01,9.6570e+00,-1.5120e-01,7.5430e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,5.0410e-02,0.0000e+00,0.0000e+00,1.6100e+04,-1.7390e+05,2.3370e+04,2.4370e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.1260e+04,-2.5510e+04,0.0000e+00,0.0000e+00,2.2650e-09
3.1093e-01,1.0830e+01,-1.4460e-01,1.3710e-01,4.4000e-01,1.3870e-01,1.3520e-01,1.0830e+01,-1.4460e-01,8.6500e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,5.0550e-02,0.0000e+00,0.0000e+00,1.6690e+04,-1.7430e+05,2.4340e+04,2.4450e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.2170e+04,-2.5880e+04,0.0000e+00,0.0000e+00,2.2560e-09
3.1462e-01,1.2040e+01,-1.3730e-01,1.4900e-01,4.7680e-01,1.5480e-01,1.5100e-01,1.2040e+01,-1.3730e-01,9.8590e-02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,5.0360e-02,0.0000e+00,0.0000e+00,1.7320e+04,-1.7480e+05,2.5370e+04,2.4560e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.3040e+04,-2.6070e+04,0.0000e+00,0.0000e+00,2.2320e-09
3.1829e-01,1.3220e+01,-1.2890e-01,1.6150e-01,5.1450e-01,1.7260e-01,1.6840e-01,1.3220e+01,-1.2890e-01,1.1160e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.9870e-02,0.0000e+00,0.0000e+00,1.7970e+04,-1.7540e+05,2.6460e+04,2.4700e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.3860e+04,-2.6070e+04,0.0000e+00,0.0000e+00,2.1950e-09
3.2194e-01,1.4290e+01,-1.1940e-01,1.7440e-01,5.5180e-01,1.9160e-01,1.8700e-01,1.4290e+01,-1.1940e-01,1.2530e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.9080e-02,0.0000e+00,0.0000e+00,1.8640e+04,-1.7610e+05,2.7590e+04,2.4860e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.4600e+04,-2.5880e+04,0.0000e+00,0.0000e+00,2.1450e-09
3.2558e-01,1.5180e+01,-1.0840e-01,1.8740e-01,5.8760e-01,2.1140e-01,2.0640e-01,1.5180e+01,-1.0840e-01,1.3940e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.8020e-02,0.0000e+00,0.0000e+00,1.9300e+04,-1.7690e+05,2.8740e+04,2.5050e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.5260e+04,-2.5480e+04,0.0000e+00,0.0000e+00,2.0840e-09
3.2920e-01,1.5820e+01,-9.5940e-02,2.0030e-01,6.2100e-01,2.3160e-01,2.2610e-01,1.5820e+01,-9.5940e-02,1.5360e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.6720e-02,0.0000e+00,0.0000e+00,1.9950e+04,-1.7770e+05,2.9900e+04,2.5270e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.5820e+04,-2.4860e+04,0.0000e+00,0.0000e+00,2.0120e-09
3.3281e-01,1.6180e+01,-8.2220e-02,2.1290e-01,6.5160e-01,2.5170e-01,2.4580e-01,1.6180e+01,-8.2220e-02,1.6770e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.5190e-02,0.0000e+00,0.0000e+00,2.0580e+04,-1.7860e+05,3.1040e+04,2.5500e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.6250e+04,-2.4030e+04,0.0000e+00,0.0000e+00,1.9320e-09
3.3639e-01,1.6280e+01,-6.7370e-02,2.2500e-01,6.7940e-01,2.7170e-01,2.6530e-01,1.6280e+01,-6.7370e-02,1.8150e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.3480e-02,0.0000e+00,0.0000e+00,2.1180e+04,-1.7950e+05,3.2170e+04,2.5760e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.6530e+04,-2.3000e+04,0.0000e+00,0.0000e+00,1.8450e-09
3.3996e-01,1.6120e+01,-5.1630e-02,2.3640e-01,7.0440e-01,2.9110e-01,2.8440e-01,1.6120e+01,-5.1630e-02,1.9480e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,4.1570e-02,0.0000e+00,0.0000e+00,2.1760e+04,-1.8040e+05,3.3250e+04,2.6020e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.6660e+04,-2.1770e+04,0.0000e+00,0.0000e+00,1.7500e-09
3.4351e-01,1.5820e+01,-3.5440e-02,2.4940e-01,7.3810e-01,3.1610e-01,3.0750e-01,1.5820e+01,-3.5440e-02,2.0980e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.9520e-02,0.0000e+00,0.0000e+00,2.2440e+04,-1.8140e+05,3.4310e+04,2.6290e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.6600e+04,-2.0380e+04,0.0000e+00,0.0000e+00,1.6510e-09
3.4704e-01,7.8930e+00,-2.8640e-01,4.0480e-01,1.3730e+00,1.2200e+00,6.1880e-01,7.8930e+00,-2.8640e-01,3.6750e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.7300e-02,0.0000e+00,0.0000e+00,3.3180e+04,-2.2870e+05,4.0430e+04,2.6540e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.6350e+04,-1.8850e+04,0.0000e+00,0.0000e+00,1.5470e-09
3.5055e-01,6.2420e+00,-3.0060e-01,3.7240e-01,1.1630e+00,1.0880e+00,5.3880e-01,6.2420e+00,-3.0060e-01,3.3750e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.4950e-02,0.0000e+00,0.0000e+00,3.2110e+04,-2.3300e+05,4.0650e+04,2.6930e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.5890e+04,-1.7200e+04,0.0000e+00,0.0000e+00,1.4380e-09
3.5404e-01,4.8730e+00,-3.5290e-01,3.5380e-01,1.0350e+00,1.0650e+00,4.9330e-01,4.8730e+00,-3.5290e-01,3.2140e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,3.2480e-02,0.0000e+00,0.0000e+00,3.1970e+04,-2.4110e+05,4.2860e+04,2.7190e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.5220e+04,-1.5480e+04,0.0000e+00,0.0000e+00,1.3260e-09
3.5751e-01,3.8890e+00,-3.9030e-01,3.2820e-01,8.9750e-01,9.8290e-01,4.3820e-01,3.8890e+00,-3.9030e-01,2.9840e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.9880e-02,0.0000e+00,0.0000e+00,3.1280e+04,-2.4660e+05,4.3700e+04,2.7540e+05,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.4330e+04,-1.3720e+04,0.0000e+00,0.0000e+00,1.2100e-09
